iter	Logloss
351	0.03741663067
352	0.03730790284
353	0.03716042333
354	0.03699270591
355	0.03685831687
356	0.03668808627
357	0.03664583681
358	0.03654477199
359	0.03642381669
360	0.0363095028
361	0.03609390726
362	0.03596520177
363	0.03580275927
364	0.03575771043
365	0.03558240425
366	0.0354037573
367	0.03526155582
368	0.03520642585
369	0.0350918305
370	0.03490414901
371	0.03473333052
372	0.03459906815
373	0.034524958
374	0.0343486754
375	0.03421297921
376	0.03401758248
377	0.0338466953
378	0.03363927452
379	0.03351785628
380	0.0333787417
381	0.03317572811
382	0.0330356796
383	0.03287870322
384	0.03271650942
385	0.03256253898
386	0.03247729807
387	0.03243137537
388	0.03228630992
389	0.03208874489
390	0.03190225585
391	0.03177310637
392	0.03167786346
393	0.03158614601
394	0.03147957273
395	0.03134270857
396	0.03120664003
397	0.03103193727
398	0.03090909692
399	0.03081694275
